2024-10-29T15:56:27.446+0800	ERROR	mysql/mysql.go:24	connect DB failed 	{"error": "dial tcp 127.0.0.1:3306: connectex: No connection could be made because the target machine actively refused it."}
2024-10-29T18:27:44.542+0800	ERROR	logger/logger.go:132	[Recovery from panic]	{"error": "runtime error: invalid memory address or nil pointer dereference", "request": "GET /api/v1/post/57393017228627970 HTTP/1.1\r\nHost: 127.0.0.1:8081\r\nAccept: application/json, text/plain, */*\r\nAccept-Encoding: gzip, deflate, br, zstd\r\nAccept-Language: zh-CN,zh;q=0.9,en;q=0.8\r\nAuthorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjo1Mzc5MjA1NDUzNDIxMzYzMiwidXNlcm5hbWUiOiJ0ZXN0IiwiZXhwIjoxNzMwMjA0NzgxLCJpc3MiOiJibHVlYmVsbCJ9.KPba6QXgF-vS-GuxrO5aJPiWmITzTJEEZIpmIOpPdjk\r\nConnection: close\r\nReferer: http://localhost:8080/post/57393017228627970\r\nSec-Ch-Ua: \"Chromium\";v=\"130\", \"Google Chrome\";v=\"130\", \"Not?A_Brand\";v=\"99\"\r\nSec-Ch-Ua-Mobile: ?0\r\nSec-Ch-Ua-Platform: \"Windows\"\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36\r\nX-Forwarded-For: 127.0.0.1\r\nX-Forwarded-Host: localhost:8080\r\nX-Forwarded-Port: 8080\r\nX-Forwarded-Proto: http\r\n\r\n", "stack": "goroutine 40 [running]:\nruntime/debug.Stack()\n\tD:/env/Golang/src/runtime/debug/stack.go:24 +0x6b\nweb_framework/logger.GinRecovery.func1.1()\n\td:/Desktop/go_study/Bluebell/logger/logger.go:135 +0x790\npanic({0xff0c80?, 0x1402280?})\n\tD:/env/Golang/src/runtime/panic.go:770 +0x136\nweb_framework/controlle.GetPostHandle(0xc000246600)\n\td:/Desktop/go_study/Bluebell/controlle/posts.go:53 +0x1e6\ngithub.com/gin-gonic/gin.(*Context).Next(0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\nweb_framework/middleware.JWTAuthMiddleware.func1(0xc000246600)\n\td:/Desktop/go_study/Bluebell/middleware/JwtAuthMiddleware.go:46 +0x365\ngithub.com/gin-gonic/gin.(*Context).Next(0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\nweb_framework/logger.GinRecovery.func1(0xc000246600)\n\td:/Desktop/go_study/Bluebell/logger/logger.go:146 +0x98\ngithub.com/gin-gonic/gin.(*Context).Next(0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\nweb_framework/logger.GinLogger.func1(0xc000246600)\n\td:/Desktop/go_study/Bluebell/logger/logger.go:87 +0x96\ngithub.com/gin-gonic/gin.(*Context).Next(0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\ngithub.com/gin-gonic/gin.(*Engine).handleHTTPRequest(0xc0000f41a0, 0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/gin.go:633 +0x42a\ngithub.com/gin-gonic/gin.(*Engine).ServeHTTP(0xc0000f41a0, {0x110a150, 0xc0007b6700}, 0xc00062b8c0)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/gin.go:589 +0xbc\nnet/http.serverHandler.ServeHTTP({0xc0007be2d0}, {0x110a150, 0xc0007b6700}, 0xc00062b8c0)\n\tD:/env/Golang/src/net/http/server.go:3142 +0x257\nnet/http.(*conn).serve(0xc00052cbd0, {0x110adf8, 0xc000100460})\n\tD:/env/Golang/src/net/http/server.go:2044 +0x1ab5\ncreated by net/http.(*Server).Serve in goroutine 16\n\tD:/env/Golang/src/net/http/server.go:3290 +0xa9a\n"}
2024-10-29T18:27:44.550+0800	INFO	logger/logger.go:90	/api/v1/post/57393017228627970	{"status": 500, "method": "GET", "path": "/api/v1/post/57393017228627970", "query": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36", "errors": "", "cost": 0.0106173}
2024-10-29T18:28:00.131+0800	INFO	logger/logger.go:90	/api/v1/posts2	{"status": 200, "method": "GET", "path": "/api/v1/posts2", "query": "page=1&order=time", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36", "errors": "", "cost": 0.0035821}
2024-10-29T18:28:01.638+0800	ERROR	mysql/post.go:28	没有此文章	{"文章id:": 58864709524262910}
2024-10-29T18:28:01.638+0800	ERROR	logger/logger.go:132	[Recovery from panic]	{"error": "runtime error: invalid memory address or nil pointer dereference", "request": "GET /api/v1/post/58864709524262910 HTTP/1.1\r\nHost: 127.0.0.1:8081\r\nAccept: application/json, text/plain, */*\r\nAccept-Encoding: gzip, deflate, br, zstd\r\nAccept-Language: zh-CN,zh;q=0.9,en;q=0.8\r\nAuthorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjo1Mzc5MjA1NDUzNDIxMzYzMiwidXNlcm5hbWUiOiJ0ZXN0IiwiZXhwIjoxNzMwMjA0NzgxLCJpc3MiOiJibHVlYmVsbCJ9.KPba6QXgF-vS-GuxrO5aJPiWmITzTJEEZIpmIOpPdjk\r\nConnection: close\r\nReferer: http://localhost:8080/post/58864709524262910\r\nSec-Ch-Ua: \"Chromium\";v=\"130\", \"Google Chrome\";v=\"130\", \"Not?A_Brand\";v=\"99\"\r\nSec-Ch-Ua-Mobile: ?0\r\nSec-Ch-Ua-Platform: \"Windows\"\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36\r\nX-Forwarded-For: 127.0.0.1\r\nX-Forwarded-Host: localhost:8080\r\nX-Forwarded-Port: 8080\r\nX-Forwarded-Proto: http\r\n\r\n", "stack": "goroutine 70 [running]:\nruntime/debug.Stack()\n\tD:/env/Golang/src/runtime/debug/stack.go:24 +0x6b\nweb_framework/logger.GinRecovery.func1.1()\n\td:/Desktop/go_study/Bluebell/logger/logger.go:135 +0x790\npanic({0xff0c80?, 0x1402280?})\n\tD:/env/Golang/src/runtime/panic.go:770 +0x136\nweb_framework/controlle.GetPostHandle(0xc000246600)\n\td:/Desktop/go_study/Bluebell/controlle/posts.go:53 +0x1e6\ngithub.com/gin-gonic/gin.(*Context).Next(0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\nweb_framework/middleware.JWTAuthMiddleware.func1(0xc000246600)\n\td:/Desktop/go_study/Bluebell/middleware/JwtAuthMiddleware.go:46 +0x365\ngithub.com/gin-gonic/gin.(*Context).Next(0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\nweb_framework/logger.GinRecovery.func1(0xc000246600)\n\td:/Desktop/go_study/Bluebell/logger/logger.go:146 +0x98\ngithub.com/gin-gonic/gin.(*Context).Next(0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\nweb_framework/logger.GinLogger.func1(0xc000246600)\n\td:/Desktop/go_study/Bluebell/logger/logger.go:87 +0x96\ngithub.com/gin-gonic/gin.(*Context).Next(0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\ngithub.com/gin-gonic/gin.(*Engine).handleHTTPRequest(0xc0000f41a0, 0xc000246600)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/gin.go:633 +0x42a\ngithub.com/gin-gonic/gin.(*Engine).ServeHTTP(0xc0000f41a0, {0x110a150, 0xc0007b6a80}, 0xc00062bd40)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/gin.go:589 +0xbc\nnet/http.serverHandler.ServeHTTP({0xc0007be2d0}, {0x110a150, 0xc0007b6a80}, 0xc00062bd40)\n\tD:/env/Golang/src/net/http/server.go:3142 +0x257\nnet/http.(*conn).serve(0xc000237d40, {0x110adf8, 0xc0001005f0})\n\tD:/env/Golang/src/net/http/server.go:2044 +0x1ab5\ncreated by net/http.(*Server).Serve in goroutine 16\n\tD:/env/Golang/src/net/http/server.go:3290 +0xa9a\n"}
2024-10-29T18:28:01.639+0800	INFO	logger/logger.go:90	/api/v1/post/58864709524262910	{"status": 500, "method": "GET", "path": "/api/v1/post/58864709524262910", "query": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36", "errors": "", "cost": 0.0016539}
2024-10-29T18:28:31.662+0800	ERROR	mysql/post.go:28	没有此文章	{"文章id:": 58864709524262910}
2024-10-29T18:28:31.662+0800	ERROR	logger/logger.go:132	[Recovery from panic]	{"error": "runtime error: invalid memory address or nil pointer dereference", "request": "GET /api/v1/post/58864709524262910 HTTP/1.1\r\nHost: 127.0.0.1:8081\r\nAccept: application/json, text/plain, */*\r\nAccept-Encoding: gzip, deflate, br, zstd\r\nAccept-Language: zh-CN,zh;q=0.9,en;q=0.8\r\nAuthorization: Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjo1Mzc5MjA1NDUzNDIxMzYzMiwidXNlcm5hbWUiOiJ0ZXN0IiwiZXhwIjoxNzMwMjA0NzgxLCJpc3MiOiJibHVlYmVsbCJ9.KPba6QXgF-vS-GuxrO5aJPiWmITzTJEEZIpmIOpPdjk\r\nConnection: close\r\nReferer: http://localhost:8080/post/58864709524262910\r\nSec-Ch-Ua: \"Chromium\";v=\"130\", \"Google Chrome\";v=\"130\", \"Not?A_Brand\";v=\"99\"\r\nSec-Ch-Ua-Mobile: ?0\r\nSec-Ch-Ua-Platform: \"Windows\"\r\nSec-Fetch-Dest: empty\r\nSec-Fetch-Mode: cors\r\nSec-Fetch-Site: same-origin\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36\r\nX-Forwarded-For: 127.0.0.1\r\nX-Forwarded-Host: localhost:8080\r\nX-Forwarded-Port: 8080\r\nX-Forwarded-Proto: http\r\n\r\n", "stack": "goroutine 57 [running]:\nruntime/debug.Stack()\n\tD:/env/Golang/src/runtime/debug/stack.go:24 +0x6b\nweb_framework/logger.GinRecovery.func1.1()\n\td:/Desktop/go_study/Bluebell/logger/logger.go:135 +0x790\npanic({0xff0c80?, 0x1402280?})\n\tD:/env/Golang/src/runtime/panic.go:770 +0x136\nweb_framework/controlle.GetPostHandle(0xc00078a200)\n\td:/Desktop/go_study/Bluebell/controlle/posts.go:53 +0x1e6\ngithub.com/gin-gonic/gin.(*Context).Next(0xc00078a200)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\nweb_framework/middleware.JWTAuthMiddleware.func1(0xc00078a200)\n\td:/Desktop/go_study/Bluebell/middleware/JwtAuthMiddleware.go:46 +0x365\ngithub.com/gin-gonic/gin.(*Context).Next(0xc00078a200)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\nweb_framework/logger.GinRecovery.func1(0xc00078a200)\n\td:/Desktop/go_study/Bluebell/logger/logger.go:146 +0x98\ngithub.com/gin-gonic/gin.(*Context).Next(0xc00078a200)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\nweb_framework/logger.GinLogger.func1(0xc00078a200)\n\td:/Desktop/go_study/Bluebell/logger/logger.go:87 +0x96\ngithub.com/gin-gonic/gin.(*Context).Next(0xc00078a200)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/context.go:185 +0x7a\ngithub.com/gin-gonic/gin.(*Engine).handleHTTPRequest(0xc0000f41a0, 0xc00078a200)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/gin.go:633 +0x42a\ngithub.com/gin-gonic/gin.(*Engine).ServeHTTP(0xc0000f41a0, {0x110a150, 0xc0000fa620}, 0xc0000ff320)\n\tD:/Golangworks/pkg/mod/github.com/gin-gonic/gin@v1.10.0/gin.go:589 +0xbc\nnet/http.serverHandler.ServeHTTP({0xc0007be2d0}, {0x110a150, 0xc0000fa620}, 0xc0000ff320)\n\tD:/env/Golang/src/net/http/server.go:3142 +0x257\nnet/http.(*conn).serve(0xc0001a8ea0, {0x110adf8, 0xc000798cd0})\n\tD:/env/Golang/src/net/http/server.go:2044 +0x1ab5\ncreated by net/http.(*Server).Serve in goroutine 16\n\tD:/env/Golang/src/net/http/server.go:3290 +0xa9a\n"}
2024-10-29T18:28:31.663+0800	INFO	logger/logger.go:90	/api/v1/post/58864709524262910	{"status": 500, "method": "GET", "path": "/api/v1/post/58864709524262910", "query": "", "ip": "127.0.0.1", "user-agent": "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36", "errors": "", "cost": 0.0016662}
2024-10-29T18:29:38.653+0800	ERROR	mysql/post.go:28	没有此文章	{"文章id:": 58864709524262910}
